./text_en/AdviceText.utf.txt,,達成率,5.881%
DO Trade Embargo,Your growing power presents a threat we cannot ignore. Regrettably we must suspend all trade with you for the foreseeable future.,あなたの成長力は、我々は無視できない脅威を提示します。残念ながら我々は予見可能な将来のためにあなたとのすべての取引を一時停止する必要があります。,
DO Resume Trade,"Let us put aside past differences, and resume a mutually beneficial trading relationship.",私たちは違い過ぎて脇に置く、と相互に有益な取引関係を再開してみましょう。,
DO Vassal Asks For Settlement,"My lord, your empire has grown large, and become unwieldy to manage. If you would return a settlement to the care of your loyal vassal, that would ease the burden to your administration.",私の主人は、あなたの帝国は大きな成長、および管理が手に負えなくなってきました。あなたの忠実な家臣のケアに決済を返す場合、それはあなたの政権への負担を軽減するでしょう。,
DO Overlord Offers Settlement,"You have proved a faithful vassal. We reward you, by returning this place to your control.",あなたは忠実な家臣を証明しています。私たちはあなたのコントロールにこの場所を返すことによって、あなたに報酬を与えます。,
DO Offer Offensive Alliance01,"Let us make common cause against a nation, that is a threat to us both.",それが私たちの両方にとって脅威である、私たちは国民に対する一般的な原因を作ってみましょう。,
DO Offer Offensive Alliance02,Let us go to war as brothers in arms.,私たちは腕の中で兄弟のように戦争に行きましょう。,
DO Offer Offensive Alliance03,"Your renown in battle is well known. If we join together, we will be unstoppable.",戦闘であなたの名声はよく知られています。私たちが一緒に参加した場合、私たちは止められないだろう。,
DO Ask To Attack01,Your assistance would be most welcome.,あなたの支援は最も歓迎されるであろう。,
DO Ask To Attack02,"A friend in time of need, is a true friend.",友人は、必要時には、真の友人です。,
DO Ask To Attack03,Your strength and skill could help us bring our war to a swift conclusion. We would be most grateful for your assistance.,あなたの強さや技術を迅速結論に私たちの戦争を持って私たちを助けることができます。私たちはあなたの援助のために最も感謝されます。,
DR Too Far Away To Attack,You ask us to attack a foe that is unreasonably distant from us.,あなたは私たちから不当に離れている敵を攻撃するために私達に尋ねます。,
DR Dont Want To Trade,Trading with you is not in our best interests at present.,あなたとの取引は現時点で私たちの最善の利益ではありません。,
DR Counter Offer Neutral01,"Your suggestion is possible, but the details need some adjustment to make it agreeable.",あなたの提案が可能ですが、詳細は、それが快適にするために、いくつかの調整が必要です。,
DR Counter Offer Neutral02,"We will accept, with some adjustments to the terms.",私たちは、用語のいくつかの調整で、受け入れます。,
DR Counter Offer Neutral03,"Interesting!, but how about this.",面白い！、どのようにこのことについて。,
DR Counter Offer Neutral04,"As someone well versed in the art of the deal, I'm sure you will accept our counter offer.",よく取り引きの芸術に精通者として、私はあなたが私たちのカウンター申し出を受け入れるだろうと確信しています。,
DR Counter Offer Neutral05,This would suit us better.,これは、より良い私たちに合うでしょう。,
DR Counter Offer Neutral06,It seems we must haggle like peddlers in the market to reach an acceptable arrangement.,我々が許容できる配置に到達するために、市場での行商人のように値切る必要がありそうです。,
UI DIP We Have Embargo,Trade is embargoed against this faction.,展覧会は、この派閥に対する禁輸されます。,
UI DIP No Exports Us,We export nothing to this faction.,私たちは、この派閥に何をエクスポートしません。,
UI DIP Our Exports Value,We receive {0} per turn from exports to this faction.,私たちは、この派閥への輸出からターンごとに{0}を受けます。,
UI DIP They Have Embargo,They have embargoed trade against us.,彼らは私たちに対する貿易を禁輸しています。,
UI DIP No Exports Them,They export nothing to us.,彼らは私たちに何をエクスポートしません。,
UI DIP Their Exports Value,They receive {0} per turn from exports to us.,彼らは私たちへの輸出からターンごとに{0}を受けます。,
UI DIP Def Alliance Turns,Defensive Alliance. {0} turns remaining.,守備アライアンス。 {0}残りオン。,
UI DIP Frat Harmony Turns,Fraternal Harmony Pact. {0} turns remaining.,友愛ハーモニー協定。 {0}残りオン。,
UI DIP Peace Turns,Peace Treaty. {0} turns remaining.,平和条約。 {0}残りオン。,
UI DIP Respone To Counter,Maybe there is some room for negotiation.,たぶん、交渉の余地があります。,
TT Accept Button,Accept the offer.,申し出を受け入れます。,
TT Decline Button,Reject this offer.,このオファーを拒否します。,
TT Counter Offer Button,"Make a counter proposal.
You may make up to two counter proposals.","カウンターの提案を行います。
次の2つのカウンタの提案まで行うことができます。",
TT New Offer Button,Begin a new negotiation with this player.,このプレーヤーとの新しい交渉を開始します。,
TT Propose Offer Button,Propose the current offer.,現在のプランをご提案します。,
TT Select Faction To Negotiate With,You must select a player to open a negotiation.,あなたは交渉を開くためにプレーヤーを選択する必要があります。,
TT Not In Contact,You are not currently in contact with this player. You don't know the location of any of their settlements or characters.,あなたはこの選手と接触し、現在ではありません。あなたは彼らの集落や文字の任意の場所を知りません。,
TT Cant Negotiate,This player refuses to negotiate with you.,このプレーヤーは、あなたとの交渉を拒否しています。,
TT Proposal Limit Reached,You have reached the limit of the number of proposals you may make this turn.,あなたはこのターンを行うことができる提案の数の上限に達しています。,
TT Open Negotiation,Open a new negotiation with the selected player.,選択したプレーヤーとの新しい交渉を開きます。,
HPHead Attack Player,Attack Player,攻撃プレイヤー,
HPText Attack Player,"If you agree to attack another player, then you must declare war and fight a battle against them within the given number of turns. If you do not, it will be seen as a breach of trust, and future negotiations will be more difficult. You may also ask another player to attack a third party.",あなたが他のプレイヤーを攻撃することに同意した場合は、戦争を宣言し、ターン与えられた数の内でそれらの戦いを戦う必要があります。そうでない場合は、背任として見られるだろう、と今後の交渉はより困難になります。また、第三者を攻撃するために他のプレイヤーを求めることができます。,
HPHead Lift Embargo,Lift Trade Embargo,禁輸を持ち上げ,
HPText Lift Embargo,"This is a mutual agreement. Trade embargoes against each other are lifted, and trade resumes as normal. Once you agree to this, then neither side may place a trade embargo against the other within the given number of turns (the game will not allow it).",これは、相互の合意です。お互いに対して貿易禁輸措置が解除され、貿易は通常通り再開します。あなたはこれに同意したら、その後、どちらの側には、ターンの与えられた数（ゲームはそれを許可しません）内の他に対する禁輸を配置することがあります。,
HPTitle Other Diplomatic Trades,Other Diplomatic Trades,その他の外交取引,
HPHead Trade Settlement,Settlements,決済,
HPText Trade Settlement1,"You can sometimes transfer control of a settlement to another player, or have them transfer one to you. This will happen immediately. In reality though, control of large cities could not just be changed on the ruler's whim, so the situations in which you can offer or receive settlements is limited.",あなたは時々、他のプレイヤーに和解の制御を移すか、彼らはあなたに1を転送することができます。これはすぐに発生します。状況がここであなたが提供または制限されている集落を受け取ることができますので、しかし現実には、大都市の制御だけで、定規の気まぐれで変更することができませんでした。,
HPText Trade Settlement2,"A settlement may change hands as part of a peace negotiation, or if it is small enough to be relocated. Otherwise a settlement may be returned to its original founder, or the previous owner, or a noble rebel faction against one of these. A faction may not give up control of its capital.",決済は和平交渉の一環として手を変更することができ、または移転されるのに十分小さい場合。それ以外の場合は決済は、元の創設者、または以前の所有者、またはこれらのいずれに対して高貴な反乱派閥に戻すことができます。派閥は、その資本の制御を放棄しないことがあります。,
HPHead Enemy Information,Enemy Information,敵の情報,
HPText Enemy Information,"If you receive this, the other faction will reveal the location of all settlements that it knows of, that belong to its enemies, except for its previous settlements currently held by rebels. You may similarly offer to share the location of your enemies cities with another player.",これを受け取った場合は、他の派閥は現在、反乱軍によって開催された前回の入植地を除いて、その敵に属し、それはを知っているすべての入植地の位置を明らかにします。あなたは同様に他のプレイヤーと敵の都市の場所を共有するために提供することがあります。,
HPHead Trade Embargo,Trade Embargo,禁輸,
HPText Trade Embargo,"If you declare a trade embargo against another player, then trade is cut off both ways, you can neither export to, nor import from them. This may hurt you more than it hurts them, so check your trade routes before issuing an embargo. This is a declaration, and they do not have to agree to it, but are unlikely to be happy about it.",あなたが他のプレイヤーに対して貿易禁輸を宣言した場合、取引はすることができますどちらの輸出に、両方の方法を切断し、また彼らから輸入されます。これは、彼らを傷つけるよりも、より多くのあなたを傷つけるので、禁輸を発行する前に、あなたの貿易ルートをチェックすることができます。これは宣言され、そして、彼らはそれに同意する必要がありますが、それについて満足している可能性は低いしません。,
HPLink Other Diplomatic Trades,Other Diplomatic Trades,その他の外交取引,
Additions Post Feb 17,### Trans ###,###トランス###,
Imp Generic Completed Msg,This improvement has been completed.,この改善が完了しました。,
Imp Farm Completed Msg,"This farm has been completed. It will provide food each turn, provided that one or two laborers are available to work it. Enemy armies, in or adjacent to it, will prevent it from being worked, as will some natural disasters.",この農場が完了しました。 1人のまたは2労働者は、それを仕事に利用可能であることは、各ターン、提供食品を提供します。敵の軍隊は、中またはそれに隣接して、意志いくつかの自然災害として、加工されるのを防ぐことができます。,
Imp Road Completed Msg,"This section of road has been completed. Roads speed the movement of armies, and boost trade between settlements that are connected gate to gate via a road.",道路のこのセクションでは、完成されています。道路は軍隊の移動速度、道路を介してゲートにゲートが接続されている集落間のトレードを高めます。,
Imp Clearance Completed Msg,"This hex has been cleared. A road may now be constructed through it, and it may be suitable for animal grazing, or for building a farm.",このヘクスがクリアされました。道路は今それを介して構築することができる、そしてそれは、動物の放牧のために、またはファームを構築するために適切であり得ます。,
Imp Ext Building Completed Msg,This fine structure as been completed.,完了としてこの微細構造。,
Imp Cancelled Title,Cancelled,キャンセル,
Imp Cancelled Msg,"Construction of this improvement has been cancelled, as it is no longer possible at this location.",それはこの場所ではもはや不可能であるとして、この改善の建設は、キャンセルされました。,
Imp Stalled Title,Stalled,失速,
Imp Stalled Money Message,"The construction of this building cannot begin, as insufficient funds were available.",十分な資金が利用可能であったとして、この建物の建設は、開始することができません。,
Imp Building Stalled,Construction Stalled,建設失速,
EM Dip Offer Title,Offer,提供,
EM Dip Response Title,Reply,応答,
DIP MP Offer Sent Title,Offer Sent,オファー送信,
DIP MP Offer Sent Text,Your offer has been sent. The other player will see it in their next turn.,あなたのオファーが送られてきました。他のプレイヤーは自分の次のターンでそれを見ることができます。,
DIP MP Delayed Accept Title,Accepted,容認されました,
DIP MP Delayed Accept Text,"You have accepted the offer. It will be implemented at the end of the turn, provided that it does not conflict with agreements made by other players.",あなたは申し出を受け入れてきました。それは他のプレイヤーによって行われた合意と矛盾しないことを提供し、ターン終了時に実施されます。,
DIP MP Delayed AI Accept Title,Offer Accepted,オファーを受け入れ,
DIP MP Delayed AI Accept Text,"They have accepted your offer. It will go into effect at the end of the turn, provided it does not conflict with agreements reached with other players.",彼らはあなたの申し出を受け入れました。それは他のプレイヤーとの合意と矛盾しない提供し、ターンの終了時に有効になります。,
DP Negotiaiton Conflicted Title,Deal Cancelled,ディールキャンセル,
DP Negotiation Conflicted Msg,Your agreement has been cancelled as the terms conflicted with other agreements that were made.,あなたの合意がなされた他の契約と競合用語として取り消されました。,
DP Negotiaiton Invalid Title,Deal Invalid,無効なディール,
DP Negotiation Invalid Msg,Your agreement has been cancelled as some of the terms could no longer be carried out.,用語のいくつかはもはや行われないことができてあなたの契約がキャンセルされました。,
TT MP HUD Faction,"Left click or tab for private chat with this player.
Right click to add them to selection.","この選手とのプライベートチャットのクリックやタブを左。
右の選択に追加します。",
TT Global Chat Button,"Public Chat
Chat with all players in the game.","公開チャット
ゲーム内のすべてのプレイヤーとチャット。",
TT Private Chat Button,"Private Chat
Chat privately with one or more players.","プライベートチャット
一つ以上のプレイヤーと個人チャット。",
TT SetTab Population,Population,人口,
TT SetTab Income,Income,所得,
TT SetTab Peasant Unrest,Peasant Unrest,農民暴動,
TT SetTab Noble Unrest,Noble Unrest,ノーブル不安,
TT SetTab Unrest Problems,The orange glow indicates that there is significant unrest here.,オレンジ色の輝きは、ここで大きな不安があることを示しています。,
TT Must Deal With Current Offer,"You must respond to the offer that they've sent you, before beginning a new negotiation.",あなたは新しい交渉を開始する前に、彼らはあなたを送ってきたの申し出に応答しなければなりません。,
TT MP Offer Sent,"You must wait until the last negotiation is completed, before beginning a new one.",最後の交渉が完了するまで、あなたは新しいものを開始する前に、待たなければなりません。,
TT Kick Button,"Kick Player
Remove this player from the game.","プレイヤーをキック
ゲームからこのプレーヤーを削除します。",
TT MP Click To Select Faction,Click or tap to select the faction to play.,再生する派閥を選択するためにクリックするか、をタップします。,
TT BP Charge New,"CHARGE!!!
Attack immediately preferring melee attack to missile fire, and not forming up into the battle line. Be first to assault breaches in siege battles.","電荷！！！
攻撃は、直ちにミサイル火災に近接攻撃を好む、そして戦いのラインにまで形成していません。攻城戦での攻撃の侵害しよう。",
TT BP Attack New,"Attack
Form into line of battle, and move to attack the enemy. May wait before attacking if other units are shooting, or outflanking. The first to assault in sieges after units with the ""Charge"" battle plan.","攻撃
戦いのラインに形成し、敵を攻撃するために移動します。他のユニットが撮影している場合、攻撃、またはoutflanking前に待つことがあります。 「充電」戦闘計画に単位後の包囲攻撃で攻撃への最初の。",
TT BP Harass New,"Harass
Move immediately to harass the enemy, without forming into battle line. Prefer to attack with projectiles, and only engage in melee on very favorable terms. Cavalry, chariots and foot units entirely armed with missiles may skirmish away from attacking enemy.","悩まします
戦いのラインに形成することなく、敵に嫌がらせをするためにすぐに移動します。発射して攻撃し、非常に有利な条件で混戦に従事することを好みます。騎兵は、完全にミサイルで武装戦車や足のユニットが敵を攻撃から離れて小競り合いがあります。",
TT BP Outflank New,"Outflank
Do not form into the battle line instead try to skirt around the battlefield to be able to attack the enemy from the flank. Changes to ""Attack"" or ""Harass"" when in position.Cavalry and chariots with missile weapons, and foot units entirely with missile weapons will skirmish away from threatening enemy.","裹をかきます
代わりに、サイドからの敵を攻撃できるように戦場の周りにスカートしようとする戦いのラインに形成しないでください。 「アタック」や「嫌がらせ」への変更position.Cavalryと完全にミサイル兵器とミサイル兵器、そして足単位と戦車で敵を脅かすから離れ小競り合います。",
TT BP Ambush New,"Ambush
Wait concealed in ambush until an opportunity exists to attack into the enemy's flank or rear. Only effective in forest terrain, otherwise counts as a ""Support"" or ""Harass"" battle plan. 
If all units in a stack are in ambush in a forest hex, then the stack will only be visible to enemy if they have a stack immediately adjacent, and an enemy moving adjacent will not trigger a battle.","待ち伏せ
機会が敵の脇腹や後部に攻撃するために存在するようになるまで待ち伏せに隠さ待ってください。森林地形で唯一の効果的な、そうでない場合は、「サポート」や「嫌がらせ」の戦いの計画としてカウントされます。
スタック内のすべてのユニットが森ヘックスで待ち伏せしている場合、彼らはすぐ隣のスタックを持っている場合、スタックは、唯一の敵に見えるようになり、そして隣接する移動敵は戦いをトリガしません。",
TT BP Defend New,"Defend
Form into a defensive line of battle, and await the enemy attack. Only attack enemy units very close by. The battle line may adjust its position to take advantage of defensive terrain, such as a slope or river bank. Least likely to used for siege assaults.
If all the units in a stack have defensive type battle plans (""Defend, ""Ambush"", ""Support"" and ""Withdraw""), that stack will not initiate combat with any enemy stack it meets.","守る
戦いのディフェンスラインに形成され、敵の攻撃を待っています。によって非常に近い攻撃敵ユニットのみ。バトルラインは、傾きや川バンクとして、防御的な地形を利用するその位置を調整することができます。包囲攻撃に使用する可能性が最も低いです。
スタック内のすべてのユニットが防御的なタイプの戦闘計画を（待ち伏せ 『『サポート」、守れ』』と 『』撤回）している場合、そのスタックは、それが満たす任意の敵スタックとの戦闘を開始しません。",
TT BP Support New,"Support
Form into the line of battle, and support the other units. Only move to attack enemy units that are very close, or that are threatening or engaged with friends. Chariots and cavalry with missiles, and foot entirely armed with missiles, may skirmish away from threatening enemy only if there is a friendly unit close by to retreat behind.","サポート
戦いのラインに形成し、他のユニットをサポートしています。ごく接近している、または威嚇や友人と従事しているという敵ユニットを攻撃するために移動します。味方ユニットの背後に後退することにより、近いがある場合のみ、完全にミサイルで武装戦車やミサイルと騎兵、そして足は、敵を脅かすから離れて小競り合いがあります。",
TT BP Withdraw New,"Withdraw
Move away from the enemy towards the edge of the battlefield. Do not form up in the battle line.Withdraw from the battle after half of the battle time has elapsed, provided they are not in combat. Never used for assaults in sieges,","取り下げます
戦場の縁部に向かって敵から離れて移動します。戦闘時間の半分が経過した後の戦いから戦闘line.Withdrawにまで形成されない、彼らは戦闘ではありません提供。包囲攻撃で攻撃するために使用されていません、",
TT BP Defense Bonus,Defense bonus against shooting and in melee {0}%,撮影や白兵戦で{0}％防御ボーナス,
TT BP Defense Penalty,Defense penalty against shooting and in melee {0}%,射撃と格闘に{0}％防御ペナルティ,
TT BP Attack Bonus,Melee attack bonus {0}%,近接攻撃ボーナス{0}％,
TT BP Attack Penalty,Melee attack penalty {0}%,近接攻撃ペナルティ{0}％,
UI MP HUD Chat Hint1,Type message here.,ここにメッセージを入力します。,
UI MP HUD Chat Hint2,Select a player to chat privately with.,と個人的にチャットするプレイヤーを選択してください。,
MP Beiginning Resync Title,Resyncing..,再同期..,
MP Beiginning Resync Msg,Please wait while the game is resynchronized with the host.,ゲームはホストと再同期されるまでお待ちください。,
MP Other Resync Msg,Please wait while this player's game is resynchronized.,この選手の試合が再同期されるまでお待ちください。,
UI MP Turn Limit,Turn Limit,リミットを回し,
UI MP Difficulty,Difficulty,困難,
UI MP Num Players,Number of Players,プレーヤーの数,
UI MP Max Human Players,Max Human Players,マックス人間プレーヤー,
UI MP Tech Rate,Technology Rate,テクノロジーレート,
UI MP Culture Victory,Cultural Victory,文化勝利,
UI MP Era,Starting Era,時代を開始,
UI MP Turn Time,Time Per Turn,ターンごと時間,
UI MP Map Details,Map Detail,地図の詳細,
UI MP Scenario,Scenario,シナリオ,
UI MP Allowed,Yes,はい,
UI MP Not Allowed,No,ノー,
UI MP Random Map,Random Map,ランダム地図,
UI MP No Map Details,Map details not available,地図の詳細は利用できません,
UI End Turn Diplomacy Title,Diplomacy Warning,外交警告,
UI End Turn Diplomacy Message,There are diplomatic offers or messages that you must read or respond to. See highlighted items in the message panel on the left.,あなたが読んだりに応答しなければならない外交オファーやメッセージがあります。左のメッセージパネルでハイライト商品を参照してください。,
UI Must Deal With Current Offer,They have sent a proposal that you have not yet responded to.,彼らはあなたがまだに反応していない提案を送ってきました。,
UI MP Offer Sent,Your last negotiation is not yet resolved.,あなたの最後の交渉はまだ解決されていません。,
UI MP Type Lobby Chat Here,Type chat here.,ここでは、チャット入力します。,
UI MP Host Quit Title,Host Quit,終了ホスト,
UI MP Host Quit Msg,The host has cancelled the game.,ホストがゲームをキャンセルしました。,
UI MP Got Kicked Title,Kicked,蹴ら,
UI MP Got Kicked Msg,The host has removed you from the game.,ホストがゲームからあなたを削除しています。,
UI MP Kick Player Confirm Title,Kick Player ?,プレイヤーをキック？,
UI MP Kick Play Confirm Msg,"Do you want to remove this player from the game ?. If you do, they will not be able to return.",あなたがゲームからこのプレーヤーを削除しますか？。そうした場合、彼らは返すことはできません。,
HPText Battle Plans Charge New,"Immediately move to attack the enemy by melee attack, without forming into battle line. This plan is useful to force units with missile weapons to attack in hand to hand combat;  to attack quickly before the enemy can withdraw, or receive reinforcements; or to disrupt the formation of the enemy's battle line. Units with the charge plan suffer a small defense penalty against both missile and melee attacks.",すぐに戦線に形成することなく、近接攻撃で敵を攻撃するために移動します。この計画は、近接格闘術で攻撃するミサイル兵器を持つユニットを強制するのに便利です。敵が撤退、または増援を受け取ることができます前に、素早く攻撃します。または敵の戦線の形成を破壊します。充電計画とのユニットはミサイルと近接攻撃の両方に対して小さな防衛のペナルティを被ります。,
HPText Battle Plans Attack New,"Form up into a battle line then, advance to attack the enemy using either missiles or hand to hand combat. If other units are performing harass or outflank plans, then delay the attack to allow those plans to take effect. The attack may also be delayed if at least half the front rank units of the battle line have missiles, or the battle line has more missiles than the opposing enemy.",手の戦闘にミサイルや手のいずれかを使用して敵を攻撃するために、そして戦いのラインに事前を形成します。他のユニットは、嫌がらせや出し抜くの計画を実行している場合、それらの計画を有効にするために攻撃を遅らせます。バトルラインの少なくとも半分フロントランクユニットがミサイルを持っている、または戦いのラインが反対の敵よりも多くのミサイルを持っている場合、攻撃も遅れることがあります。,
HPText Battle Plans Harass New 1,"Advance on the enemy without forming into battle line.  Prefer shooting and only attack in melee combat in advantageous circumstances.  Missile armed cavalry and chariot units, and foot units entirely armed with missiles will skirmish away from threatening enemy. ",戦いのラインに形成することなく敵に進めます。撮影や有利な状況で乱闘戦闘中にのみ攻撃を好みます。完全ミサイルで武装ミサイル武装騎兵と戦車ユニット、及び足のユニットが敵を脅かすから離れ小競り合います。,
HPText Battle Plans Harass New 2,"This plan is useful for missile armed cavalry to wear down the enemy with missile fire;   to send infantry missile units forward to shoot up the enemy while forming up, or to counter enemy doing the same. Another use is to prevent units in small adjacent stacks, from being integrated into the battle line, and disrupted the unit arrangement.",この計画は、ミサイルの火で敵をダウン着用するミサイル武装騎兵するのに便利です。アップ形成しながら敵を撃つために前方歩兵ミサイルユニットを送信するために、または敵同じことをやって対抗します。別の用途は、バトルラインに統合されることから、小さな隣接スタック内のユニットを防止することで、ユニットの配置を破壊しました。,
HPText Battle Plans Outflank New,"Attempt to work around the enemy's flank, before launching an attack. Do not form up in the battle line. This is useful if you outnumber the enemy, or they are in a favorable position.",攻撃を開始する前に、敵の脇腹を回避しようとします。戦線にまで形成されません。あなたは敵の数を上回る、またはそれらは有利な立場にある場合に便利です。,
HPText Battle Plans Ambush New 1,"Stay hidden until an opportunity arises to attack the enemy in flank or rear. When ambushing units reveal themselves, they change to an attack or harass battle plan.",機会が脇腹または背面に敵を攻撃するために発生するまで、隠された滞在。待ち伏せユニットが自分自身を明らかにしたとき、彼らは攻撃に変更したり、戦闘計画に嫌がらせ。,
HPText Battle Plans Ambush New 2,"The ambush battle plan is only effective if the unit is in forest terrain.  In other terrain it will be treated as having a ���Support��� or ���Harass��� battle plan, depending on whether or not it has missiles.",待ち伏せの戦い計画は、ユニットが森林地形である場合にのみ有効です。他の地形では、それはミサイルを持っているかどうかによって、サポートや嫌がらせの戦いの計画を持つものとして扱われます。,
HPText Battle Plans Ambush New 3,"If all units in a stack have the ambush battle plan, and the stack is in a forest hex, then that stack will be invisible to other players unless they have a stack immediately adjacent. If a stack starts hidden, a battle will not be triggered by moving adjacent to it.",スタック内のすべてのユニットが待ち伏せ戦闘計画を持って、そしてスタックは森ヘックス内にある場合、彼らはすぐ隣のスタックを持っていない限り、そのスタックは、他のプレイヤーには見えないだろう。スタックが隠し開始した場合、戦闘がそれに隣接して移動することによって、トリガされません。,
HPText Battle Plans Defend New 1,"Form up in a battle line, and await the enemy attack. Hold position until melee combat begins, and then only attack enemy who are very close. Receive a small bonus to defense against both missile and melee attacks.",戦線にまで形成され、敵の攻撃を待っています。近接戦闘が始まるまでの位置を保持し、その後、非常に接近しているだけで攻撃の敵。ミサイルと近接攻撃の両方に対する防御に小さなボーナスを受け取ります。,
HPText Battle Plans Defend New 2,"The defend plan is useful when there is terrain to defend; to maximize missile fire against an enemy of largely melee units;  to keep particular units out of battle for as long as possible;  for infantry to best resist a force of horse archers; to await reinforcements, or to provide a rear guard to allow withdrawing units to escape.",守るために地形がある場合に守る計画は便利です。主に白兵戦ユニットの敵ミサイルの火を最大化します。できるだけ長くのための戦いのうち、特定の単位を維持します。歩兵は最高の馬の射手の力に抵抗するために、補強材を待つ、または脱出する単位を吸引できるように後部ガードを提供します。,
HPText Battle Plans Defend New 3,"It can be dangerous to use against an enemy with numerous missile troops that could be engaged in melee, or in complex multi-force battles where units with the defend plan might ignore enemy in other parts of the battlefield.",混戦で、または守る計画を持つユニットが戦場の他の部分で敵を無視する可能性がある複雑なマルチ力の戦いに従事することができ、多数のミサイル部隊で敵に対して使用することが危険なことができます。,
HPHead Battle Plans Support,Support,サポート,
HPText Battle Plans Support 1,"Form up into the battle line, but only engage enemy units that are very close, or that are attacking friendly units.  Chariots and cavalry with missiles, and foot units entirely armed with missiles can skirmish away from enemy provided that they have a nearby friendly unit to retreat behind.",戦いのラインにまで形成するが、唯一の非常に接近している敵ユニットに係合する、または自軍ユニットを攻撃しているという。完全ミサイルで武装戦車や騎兵ミサイルで、フット・ユニットは、敵から離れて小競り合いができ、彼らが背後に後退する近くの味方ユニットを有することを条件とします。,
HPText Battle Plans Support 2,"This is useful to allow missile units to be placed in the front line of a formation, while still being able to retreat to safety when the battle lines clash, and to keep the second line of a formation in place to protect against breakthroughs or attacks from flank or rear.",これはまだ戦いラインが衝突したときに安全に撤退する、とブレークスルーまたはからの攻撃を防御するための場所に形成の2行目を保つためにできることながら、ミサイルユニットは形成の最前線に配置できるようにするために有用です脇腹やリア。,
HPText Battle Plans Withdraw New,"Move towards the edge of the battlefield, and do not engage any enemy. If not in combat when half the battle time has elapsed, withdraw from the battle. Useful  for settler and moving artillery units, or to ensure the safety of a valuable unit.  For units to be able to withdraw successfully, there needs to be a rearguard left behind to delay the enemy.",戦場の縁部に向かって移動し、任意の敵を係合しません。戦闘で戦いの半分の時間が経過したときでない場合は、戦いから撤退。沈降及び移動砲兵ユニットのために有用な、または価値のあるユニットの安全性を確保します。ユニットが正常に撤退することができるようにするには、後衛は敵を遅らせるために置き去りにすることが必要です。,
HPText Battle Plans Intro 1 New,"During your turn you may assign a battle plans to each unit, that determines how it behaves in battle. By default it is set to attack, which is fine for most situations, but for important battles you may want to fine tune your tactics. If you set a defensive plan (ambush, defend, support or withdraw) for all units in a stack, it will stop when encountering enemy, rather than initiating a battle.",あなたのターン中、あなたはそれが戦闘でどのように動作するかを決定し、各ユニットに戦闘計画を割り当てることができます。デフォルトでは、ほとんどの状況で結構です攻撃、に設定されていますが、重要な戦いのためにあなたをチューニングあなたの戦術を細かくすることもできます。敵に遭遇したのではなく、戦闘を開始するときに守備の計画を設定した場合（待ち伏せは、守る、サポートまたは撤回）スタック内のすべてのユニットのために、それが停止します。,
HPText Battle Plans Intro 3 New,"In siege battles, units with ""charge"" battle plans are used preferentially for assaults, followed by those with ""attack"" plans. Units with ""defend"" plans are least likely to be used, and those with ""withdraw"" plans won't be used at all.",攻城戦では、「電荷」の戦闘計画を持つユニットは、「攻撃」計画とのそれらに続いて、攻撃のために優先的に使用されています。 「守る」の計画とのユニットは、少なくとも使用される可能性が高い、とのものが計画は全く使用されない「撤退します」。,
HPHead Battle Lines,Battle Lines,バトルライン,
HPText Battle Lines 1,"In open field battles units will generally form up into opposing battle lines before engaging. Stacks that start the battle close together will form into the same battle line, but widely separated forces will form their own lines. Armies never form battle lines in siege battles, and may not in very small battles.",オープンフィールド戦闘ユニットでは、一般的に関与する前に対向戦線にまで形成することになります。一緒に近い戦いを開始スタックは同じ戦線に形成することになるが、広く分離力は、自分のラインを形成します。軍は包囲戦で戦線を形成したことがない、と非常に小さな戦いではないことがあります。,
HPText Battle Lines 2,"A battle line may be either offensive or defensive. A line is offensive if at least one unit has an ""Attack"" battle plan, otherwise it is defensive. ",戦線は、攻撃や守備のいずれであってもよいです。少なくとも1つのユニットは、「攻撃」戦闘計画を持っている場合はラインがそれ以外の場合は防御的で、攻撃的です。,
HPText Battle Lines 3,"A defensive line will wait for the enemy to attack, however it may adjust its position to defend a slope or river bank.",守備ラインは、しかし、それは斜面や川の銀行を守るためにその位置を調整することができる、攻撃する敵を待ちます。,
HPText Battle Lines 4,"An offensive battle line will form up and advance on the enemy to engage them in combat. However if it may first halt within missile range if it has more missile troops than the enemy;  if half or more of the units in the front line have missiles, or if units in the army have ���outflank��� or ���harass��� battle plans.",攻撃戦闘ラインアップを形成し、戦闘でそれらを従事するために敵に進みます。しかし、それは敵よりも多くのミサイル部隊を持っている場合、それは最初のミサイル範囲内で停止する可能性がある場合。フロントラインのユニットの半分以上がミサイルを持っている、または軍内のユニットは戦闘計画を出し抜くか悩まれている場合場合。,
UI MP Request Change Faction Title,Change Faction,変更ファクション,
UI MP Request Change Faction Msg,Informing host that you wish to change faction.,あなたは派閥を変更したいホストを知らせます。,
UI MP Player Quit Message Name,Player Quit,プレイヤーは終了します,
UI MP Player Quit Message,This player has quit the game. Their faction will now be controlled by the computer.,このプレーヤーは、ゲームを終了しました。彼らの派閥は今、コンピュータによって制御されます。,
UI MP Player Dropped Message Name,Player Dropped,プレイヤードロップ,
